"Year","ABW","AGO","AIA","ALB","ARG","ATG","AUS","AUT","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BLZ","BMU","BOL","BRA","BRB","BTN","BWA","CAF","CAN","CHE","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CYM","CYP","DEU","DJI","DMA","DNK","DOM","DZA","ECU","EGY","ESP","ETH","FIN","FJI","FRA","GAB","GBR","GHA","GIN","GMB","GNB","GNQ","GRC","GRD","GTM","HKG","HND","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KEN","KHM","KNA","KOR","KWT","LAO","LBN","LBR","LCA","LKA","LSO","LUX","MAR","MDG","MDV","MEX","MLI","MLT","MMR","MNG","MOZ","MRT","MSR","MUS","MWI","MYS","NAM","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","POL","PRT","PRY","PSE","ROU","RWA","SAU","SDN","SEN","SGP","SLE","SLV","STP","SUR","SWE","SWZ","SYC","SYR","TCA","TCD","TGO","THA","TTO","TUN","TUR","TWN","TZA","UGA","URY","USA","VCT","VEN","VGB","VNM","ZAF","ZMB","ZWE"
1997,47401.76,2771.25,21867.92,3750.85,14302.34,12839.32,32667.2,32073.02,647.01,29944.3,1269.71,974.47,1425.74,6390.41,17121.25,28358.09,6419.21,34326.95,3063.54,9638.01,22521.16,3573.01,8795.27,915.25,34042.3,40131.46,11563.24,3712.04,2465.08,2429.93,655.07,1557.15,7604.15,2998.91,2652.14,9042.36,56465.64,23146.02,31469.89,2525.01,7979.81,31317.53,6512.02,7557.01,5281.64,4434.76,22497.01,598.81,27438.01,5824.06,27585.64,7926.84,28983.41,2690.37,2702.78,2492.63,1654.97,5678.66,21094.03,6381.65,4428.67,35409.65,3106.56,1449.9,13906.95,4683.11,1740.69,28128.83,6249.28,3430.77,33860.24,29204.98,30235.73,5475.38,3366.67,33949.57,2095.52,1150.63,13096.14,21429.69,41488.92,1501.31,5609.58,428.02,8105.87,4215.21,1905.91,54779.35,4934.78,1085.46,6457.91,11973.26,1106.8,18782.07,979.8,2417.57,602.69,2025.91,14048.86,13987.31,1108.37,13221.66,5093.96,713.58,437.38,3169.13,33033.26,35297.29,1266.76,25684.31,11783.72,2619.57,8181.7,5145.13,4575.1,11925.55,19841.49,4063.53,3511.96,7431.81,769.9,17288.76,1409.65,2280.56,32890.27,1220.76,3850.44,1508.1,6955.99,30596.65,7566.71,20751.12,1067.71,16270.22,1101.91,1525.59,8054.27,9625.21,8165.06,11997.86,29142.11,972.19,1027.75,12216.94,41994.3,6909.2,7083.47,31509.31,1835.83,8491.2,1077.87,4255.5
1998,46852.99,2801.55,24756.89,4142.83,14202.34,13354.57,33802.65,33918.93,680.63,31052.74,1296.16,1039.85,1405.54,6765.46,16262.61,31252.94,6403.31,35790.38,3081.67,9129.38,22074.63,3613.33,8503.22,940.86,34639.06,41964.05,11316.55,3744.89,2436.98,2491.57,565.02,1232.77,7322.2,2762.23,2931.37,9573.91,69382.14,24131.82,32866.85,2410.97,8820.86,32771.83,7171.99,7325.97,5230.41,4400.38,24227.53,527.96,30066.77,5731.67,29395.46,6957.58,30120.35,2658.27,2644.91,2496.5,1384.18,4414.16,22375.69,7048.15,4615.37,33543.46,3130.38,1445.18,14155.53,4262.46,1833.8,31465.32,6223.89,4479.23,36876.83,30150.46,31900.99,5539.39,3477.85,33406.63,2072.32,1153.43,13428.76,19330.86,40582.06,1527.06,6412.95,515.99,8640.13,4531.25,1769.68,57393.05,4962.91,1112.1,6976.54,12481.5,1182.82,20331.79,1006.02,2296.45,636.84,2006.04,14387.33,14543.97,925.67,12301.25,5152.68,762.85,409.78,3295.4,35584.79,35505.04,1251.1,25958.65,11559.98,2718.26,8724.63,4976.39,4378.62,12530.17,21187.88,4057.38,3830.33,7350.28,768.58,15491.66,1424.27,2335.7,31791.29,1066.48,4050.12,1603.17,7334.77,32356.11,7183.07,20785.73,1204.55,17304.54,1058.81,1314.55,7210.81,9575.07,8053.27,11838.29,30482.15,1028.36,1084.43,12433.23,43624.75,6605.23,6368.99,33909.51,1915.78,8440.12,1015.88,3699.46
1999,42399.09,2853.66,25390.77,4438.97,13165.24,13606.24,35212.28,34938,685.37,32356.7,1368.24,1079.05,1366.99,7820.62,18688.4,33859.36,6404.16,37537.09,3073.79,8622.73,22462.53,3823.61,9725.17,920.55,36496,42750.8,10849.79,3959.63,2358.27,2537.61,577.02,1545.46,6874.15,2742.64,3340.03,9654.22,67981.68,25254.69,34203.26,2502.64,8922.14,33525.47,7454.46,7734.68,4987.69,4559.94,25101.75,524.52,31433.05,6028.75,30564.77,7821.49,31109.62,2731.39,2440.14,2593.42,1603.58,6602.66,22682.57,7376.29,4699.44,33348.66,2937.23,1584.06,14379.78,4030.67,1921.87,33680.02,6988.88,5082.87,38356.39,31149.29,32726.09,5612.24,3615.94,33180.29,2036.18,1264.04,14908.54,20841.67,36943.31,1668.57,6889.71,585.86,8729.06,4400.57,1840.57,64435.71,4680.87,1137.56,7078.54,12939.64,1186.71,21443.62,1058.94,2395.93,612.74,2079.44,15948.81,14096.06,894.03,12831.6,5210.98,740,510.14,3348.93,37786.17,37644.96,1249.82,27407.73,13500.89,2710.69,8885.51,4911.77,4311.24,13114.07,22412.99,3860.93,3970.7,7441.07,731.11,17090.5,1654.09,2487.71,33958.63,769.31,4196,1564.14,6214.47,34468.02,6864.11,20975.58,1262.98,18009.08,1046.69,1387.03,7221.82,11002.92,8041.53,11175.75,31556.51,1072.2,1098.77,11724.95,45179.55,6879.48,6263.48,36378.83,1992.58,8503.05,1018.08,3266.71
2000,44036.39,2274.18,24809.16,4477.57,12869.53,14224.29,35356.37,36020.2,626.17,34262.01,1472.9,1061.94,1354.45,8428.56,23983.25,34784.24,6785.03,39330.56,3091.47,8617.32,22624.79,4181.09,10254.15,927.63,38225.37,43496.05,11011.34,4219.04,2233.8,2553.35,510.85,2372.35,7011.34,2620,3334.06,9677.78,65551.76,26746.93,34435.97,2453.21,8634.49,34924.75,7686.41,9464.82,5205.01,4689.53,26139.87,513.76,32875.83,5806.24,31971.75,9791.28,32722.47,3034.56,2246.7,2682.2,1537.57,9747.76,23127.7,7588.42,4812.04,35735.51,3059.78,1798.13,15165.8,3825.91,1988.44,36225.1,7614.95,5033.02,38036.62,33314.24,33412.1,5683.11,3703.52,33908.82,1936.54,1321.89,14612.11,21919.01,36658.18,1630.8,7296.81,871.39,8229.38,4425.45,1918.07,68055.7,4394.53,1171.04,7719.72,13308.79,1126.33,22526,1131.76,2735.53,651.35,2021.73,16565.49,14390.53,859.16,13492.58,5383.1,690.33,764.37,3412.25,39967.78,42875.83,1263.51,27467.39,16173.21,2723.3,9042.54,4982.6,4295.42,13403.11,23059.94,3577.88,3708.19,7566.21,772.59,19753.1,1806.25,2378.42,39913.15,871.48,4292.97,1638.51,7021.58,36169.4,7263.76,21612.82,1526.13,18023.78,973.53,1289.57,7353.85,13134.31,8067.4,11687.04,32857.41,1113.77,1112.35,11069.72,46461.14,7194.84,7101.96,38882.01,2070.29,8797.81,1188.88,2917.61
2001,42353.94,2197.3,23988.26,4688.28,11870.5,13925.15,36249.51,35188.14,615.01,34275.02,1524.8,1098.17,1362.06,8595.34,24767.93,33826.1,7027.24,43135.75,3137.63,8447.6,20891.39,4326.04,9987.48,923.2,37724.1,43133.95,10844.56,4527.46,2211.32,2505.16,492.15,2150.79,6872.36,2845.15,3437.91,9884.96,63443.94,27637.58,34786.81,2464.37,8263.79,34667.7,7873.87,9000.4,5274.67,4824.62,26725.49,554.87,32954.34,5807.37,32729.45,9413.12,33247.64,2763.52,2059.55,2666.04,1520.59,13277.59,24048.29,7625.2,4902.61,36182.41,3076.03,1691.78,16448.37,3850.32,2062.55,37596.98,8431.03,5009.89,38755.09,33106.13,33253.96,5809.41,3910.33,33953.09,1898.77,1398.87,13454.26,22568.9,32819.84,1943.59,7910.41,797.27,7462.92,4414.71,2056.21,66053.82,4457.31,1226.87,7821.55,13128.88,1247.36,22044.31,1210.17,2999.55,692.57,1990.3,17871.27,14066.59,775.14,12988.6,5493.92,721.24,919.86,3450.06,40264.49,42239.54,1309.27,28002.71,16853.11,2691.64,9189.19,4940.47,4130.18,13676.21,23123.75,3648.41,3234.12,8121.23,797.41,18371.23,1771.62,2421.57,38750.05,939.36,4485.95,1974.73,7356.78,35503.83,7010.13,19715.46,1721.09,17876.43,973.72,1260.38,7408.6,12498.51,8175.49,11280.16,32080.84,1172.84,1151.09,10499.88,46469.59,7201.51,6992.07,40046.98,2178.63,8996.65,1222.85,2688.85
2002,40872.42,2412.46,21433.43,4845.34,10878.52,14306.23,36884.59,35578.02,616.13,34714.93,1631.61,1119.89,1393.59,9158.64,23810.42,36418.39,7269.99,43793.73,3208,8465.7,20166.58,4751.91,10264.98,901.62,37529.4,42438.78,10844.09,4897.17,2194.69,2520.76,498.52,2226.55,6897.4,2927.37,3559.13,9941.52,62488.97,27597.57,34518.27,2344.47,8305.47,34713.35,8175.69,9036.02,5695.16,4870.15,27417.34,490.15,32569.81,5895.78,32763.17,9453.35,33643.07,2763.29,1918.63,2387.78,1463.39,11230.4,25163.61,7940.79,5030.98,37648.84,3114.58,1645.69,17410.71,3769.72,2143.91,39118.39,9621.45,4541.79,37732.26,32703.04,32722.49,5932,4175.34,33793.64,1853.08,1513.8,14910.98,24270.61,34726.32,2127.26,9037.96,813.1,7903.98,4613.3,2049.41,66451.97,4396.58,1097.17,8167.53,12897.24,1293.83,22756.73,1299.97,3262.09,776.4,2094.7,19169.18,14212.08,892.47,13532.5,5698.14,730.48,1114.97,3428.66,40213.72,41098.06,1258.67,28369.67,18508.34,2759.37,9475.99,5215.38,4065.52,14074.57,23296.65,4621.73,2838.06,8540.95,876.7,19717.26,1783.38,2348.19,40809.52,1047.03,4645.34,1994.93,7696.42,35106.89,6861.12,21003.6,2113.5,19216.43,724.45,1281.85,7923.55,12973.78,8112.95,11041.55,33465.23,1261.51,1177.01,9571.78,46827.62,7590.74,6651.38,37003.5,2300.01,9257.06,1261.08,2022.64
2003,40485.2,2434.22,22238.33,5168.05,11338.57,14681.35,38239.29,36019.16,617.82,34559.2,1701.38,1173.83,1411.87,9533.77,27430.45,34853.85,7480.64,46376.03,3367.27,8358.2,19942.94,4891.92,10497.83,837.16,38396.98,42027.93,11187.76,5127.94,2325.37,2605.88,520.7,2202.64,7027.45,2789.79,3904.99,10207.44,61949.72,27344.6,34568.18,2420.61,7938.83,34175.21,7666.42,9797.18,5995.55,4968.19,27689.34,477.06,32574.28,5848.9,31566.61,10472.18,34487.64,2930.03,1693.55,2468.36,1423.93,11444.21,26036.35,8627.19,5083.35,38520.09,3161.91,1567.07,17915.23,3722.39,2298,39474.04,10529.62,2889,37628.23,30783.64,32603.82,6246.82,4263.61,34282.53,1820.56,1606.87,14277.05,25081.49,41541.09,2153.9,9813.91,570.16,9172.72,4928.79,2048,67130.51,4541.06,1172.38,8912.92,12808.11,1393.58,23572.82,1440.74,3574.63,814.35,2193.23,19078.02,13989.23,893.6,14320.07,5593.6,729.42,1549.98,3422.36,38763.7,41154.51,1247.61,29040.14,20328.87,2804.64,10322.05,5473.57,4070.49,14221.34,23386.15,4836.6,3152.43,8970.33,869.08,20818.69,1912.49,2413.63,42015.76,1027,4788.84,2025.43,8458.17,35412.72,6782.07,19103.22,2567.05,19531.24,829.11,1321.03,8505.06,16141.88,8171.22,10768.63,34001.02,1309.41,1181.26,9502.48,47712.27,7968.85,6439.95,32666.64,2417.06,9409.24,1328.26,1694.96
2004,42554.43,2788.95,25550.42,5515.28,12074.4,15629.99,39174.38,37184.22,635.71,35311.25,1787.1,1193.77,1432.85,10102.43,30065.99,33573.44,7544.05,48518.55,3596.87,8720.19,20486.19,5037.99,11145.77,844.77,39645.45,42735.63,12446.88,5571.86,2159.01,2602.54,553.7,2620.82,7326.3,2679.11,4113.5,10429.75,60824.49,28910.89,35248.82,2463.69,8186.58,35937.85,7836.55,10182.4,6527.59,5117.9,28660.67,556.76,34139.05,6025.7,32163.28,12432.9,35652.03,3021.93,1609.2,2689.27,1439.48,14749.67,27688.66,8773.67,5164.54,40811.13,3255.82,1517.02,18313.55,3984.73,2426.77,40741.15,11895.35,4455.77,40737.36,30144.31,32611.33,6405.19,4566.18,34938.07,1811.53,1731.9,15381.29,26418.76,50362.33,2245.62,11222.89,611.98,9774.89,5006.65,2113.8,70089.78,4489.98,1170.9,10355.52,13468.67,1279.95,23558.91,1620.63,4212.21,870.62,2160.34,18474.5,14104.37,981.67,15326.82,6158.27,690.31,2270.75,3492.61,39410.99,44879.11,1269.5,29239.82,25767.62,2978.9,10706.26,5877.53,4101.41,15017.36,23868.33,4904.18,3345.97,10050.76,937.83,24058.14,2046.02,2425.43,49647.12,1001.09,4908.74,2121.07,9109.98,36565.42,6774.46,16022.57,3529.82,20471.23,1206.09,1249.42,9062.08,18973.14,8319.24,11859.41,35008.58,1350.22,1207.56,9844.59,49138.48,8288.42,8181.38,32243.37,2629.56,9732.71,1426.87,1530.02
2005,42680.94,3363.74,28563.83,5848.39,12764.81,16346.9,39925.66,38499.55,605.12,36384.08,1801.52,1242.69,1461.44,10842.1,36970.07,35196.61,7506.96,50765.07,3743.53,8812.89,20937.22,5242.94,12599.56,839.24,40917.94,44663.59,13403.45,6228.76,2057.5,2570.42,576.28,3281.68,7615.52,2938.48,4065.04,10607.13,63009.75,30873.9,35637.21,2545.33,8129.06,37054.88,8397.39,11644.56,7186.56,5203.64,30136.85,630.05,35202.56,5932.43,33644.95,17201.93,36188.61,3006.71,1539.43,2582.61,1402.4,20988.51,27433.52,9847.67,5251.47,43864.64,3365.07,1535.25,19052.27,4264.06,2679.5,43081.1,13937.49,4461.76,44273.68,29434.71,32961.19,6610.01,5010.37,35357.39,1855.36,1914.44,18441.62,27324.44,64365.11,2284.94,12781.07,613,9899.42,5147.68,2183.26,75124.1,4305.8,1190.46,9348.46,13691.27,1324.58,24279.58,1884.53,4946.94,919.32,2219.85,17697.29,13137.62,989.19,16123.87,6314.03,693.21,3458.77,3548.05,41080.21,49907.53,1268.44,29036.92,26646.62,3145.59,11828.84,6384.92,4055.16,15460.21,24848.68,4820.98,3561.45,10464.92,1011.31,28314.6,2297.25,2485.09,56183.78,955.68,5180.57,2173.69,9541.38,36747.22,7076.69,18066.08,5238.48,22237.88,1459.46,1150,9439.53,20448.38,8554.16,12793.7,35978.54,1448.15,1284.35,10227.25,50303.86,8481.71,10074.74,36389.85,2887.34,10168.97,1560.08,1234.72
2006,42730.7,4115.21,33210.52,6406.83,13770.24,18305.13,40703.9,40318.46,612.8,37592.67,1790.5,1251.67,1588.51,11680.36,38739.72,34926.56,7687.68,54633.65,4095.96,9515.43,19633.35,5495.12,13214,852.75,41138.86,48280.18,15648.71,6844.39,2129.72,2605.88,585.16,3467.57,8281.32,2881.26,4428.63,10979.12,64055.66,32547.93,37150.16,2884.18,8741.17,39691.58,9277.91,12669.24,7692.93,5714.7,32784.45,641.73,36694.17,6230.2,34900.83,15256.29,37359.76,3077.41,1546.03,2469.82,1335.5,19244.54,29838.67,9724.49,5480.76,45199.81,3519.53,1517.2,19974.38,4655.27,2953.98,46786.28,14804.13,5223.44,46175.98,29684.64,34478.19,6947.32,5617.08,35909.32,1993.75,2035.67,18385.35,28248.53,75600.42,2895.27,12553.9,626.09,9498.88,5660.52,2227.62,82331.04,4672.57,1240.08,11743.36,14310.64,1491.74,24749.59,2143,5981.51,956.51,2960.68,17238.7,13820.31,998.9,17066.33,7106.21,705.74,3551.33,3586.27,43355.03,55063.55,1316.26,29575.85,38457.9,3350.27,12694.37,7311.8,4282.52,16415.86,26173.06,5007.16,3352.45,12232.3,1100.37,32015.57,2677.24,2492.17,59335.18,973.33,5484.25,2285.29,10267.98,39528.72,7328.46,20108.18,4953.03,25096.08,1488.47,1143.92,10179.19,24120.93,8902.09,14492.32,36972.21,1506.54,1341.81,10887.07,51271.01,9076.53,11663.42,34755.33,3121.4,10844.27,1822.3,1097.11
2007,44776.66,4353.81,39179.52,7014.49,14940.02,20419.18,41337.77,41867.3,616.26,38936.95,1806.08,1235.06,1752.89,13094.76,41015.76,35920.26,7762.9,60522.49,4248.84,10462.15,21108.3,6161.35,13347.71,868.91,41359.9,52723.54,16855.54,7330.28,2178.77,2661.27,618.26,2833.57,9024.04,2297.03,5006.97,11622.56,64219.09,34802.59,39135.4,2829.76,9243.72,41254.79,10017.12,12400.21,8057.27,6364.81,34771.54,764.97,39887.28,6289.63,36463.2,14476.78,37910.2,3537.1,1556.8,2435.61,1345.19,21142.23,30585.69,10534.41,5793.81,47759.36,3652.13,1593.27,20589.45,5094.29,3290.87,50000.59,16489.95,5857.15,46952.85,29824.4,35872.66,7267.47,6278.17,36599.73,2094.29,2179.55,18598.53,29846.18,77976.16,3187.69,13482.25,726.69,9941.73,6157.13,2277.88,87294.59,4890.71,1265.74,13196.86,14544.99,1459.51,26411.2,2376.78,6585.1,974.4,2865.25,17712.7,14960.76,1148.41,18120.31,7356.49,705.53,4468.68,3710.57,46014.9,57068.16,1385,31360.9,40960.05,3563.78,11940.6,7983.11,4562.73,17966.85,27020.8,5424.77,3371.51,14224.09,1142.9,34430.72,2710.73,2582.15,63381.79,1009.23,5679.11,2324.07,10862.17,42660.94,7287.35,21659.36,5094.02,25587.07,1595.94,1115.87,11038.67,26650.84,9402.46,15716.07,38591.12,1616.79,1394.62,12002.86,51720.58,9402.34,13099.27,33212.7,3320.06,11368.31,2431.99,1115
2008,45110.66,5014.29,38608.94,7749.34,15703.44,21255.36,41295.4,42896.36,640.27,39678.75,1844.64,1248.8,1892.52,14229.54,43683.36,34126.73,7509.77,63268.17,4604.34,11472.68,20034.33,5875.57,12718.23,861.86,41346.17,54403.86,16349.52,7635.55,2298.34,2688.55,593.8,3654.57,9615.65,2358.98,5386.96,11871.93,62243.13,36136.93,39986.42,3028.7,9908.38,42729.41,10039.05,12989.82,8788,7050.48,34931.64,808.97,41531.59,6448.68,36689.55,14430.67,37725.16,3782.38,1579.24,2455.5,1340.58,29615.23,31339.95,10915.16,5942.37,47564.47,3639.19,1525.43,21810.55,5809.18,3359.12,46151.5,16272.63,6792.86,51970.48,29095.16,36608.42,7042.04,7720.66,35884.46,2110.15,2410.54,20198.53,29835.7,83943.23,3319.22,14384.55,734.99,10569.44,6577.28,2375.16,89110.95,5338.91,1349.59,13358.44,14522.68,1517.09,26994.31,2586.63,6658.45,995.64,2690.09,18058.51,15046.94,1155.78,19908.71,7990.11,741.99,4474.84,3813.61,47672.84,61023.86,1500.27,30720.8,47136.27,3617.21,12967.85,8416.02,4786.09,18990.49,27255.8,5809.69,3570.48,16701.96,1148.82,42376.24,2646.16,2535.06,60868.78,1049.59,5819.94,2454.91,11684.7,43024.55,6979.51,18685.85,5200.4,26995.32,1610.81,1138.98,11374.44,30290.52,9720.3,16446.87,36713.21,1692.3,1444.8,13373.23,50549.51,9629.95,14844.4,31850.19,3565,11427.06,2476.28,810.23
2009,43607.57,3978.64,29035.22,8385.28,14598.83,19736.2,41156.52,42216.19,648.05,39205.81,1834.64,1248.44,2074.08,14464.92,36885.82,31387.04,7344.24,61518.78,4623.83,11875.58,18154.96,6289.69,11560.66,837.08,38350.73,53368.85,16646.81,8254.58,2462.2,2663.03,591.15,3191.73,9783.99,2401.35,5538.24,12574.43,56323.38,34919.21,38430.53,2518.06,9870.36,41127.97,10465.76,11041.69,8517.59,7616.14,33625.69,877.49,39067.28,6540.74,35812.7,11391.84,35423.31,3641.24,1493.75,2478.49,1291.1,21851.97,30528.4,10460.45,6134.95,46069.1,3637.15,1595.94,21841.18,6398.56,3688.58,42554.35,16132.4,8003.29,43681.96,29612.51,35626.18,7049.42,8742.53,34672.42,2234.61,2406.48,20226.04,30161.34,60128.26,3770.01,17021.3,724.09,10780.77,7528.14,2219.47,81832.99,5928.65,1293.31,11915.82,13973.26,1724.03,26791.83,2860.93,6253.58,978.86,2620.89,18109.9,14916.27,1008.81,19142.13,8050.91,721.97,4830.19,3842.9,45233.26,55649.48,1620.77,30634.55,38537.52,3860.05,13975.85,8514.58,4981.63,19958.07,27107.55,5945.48,3764.18,16752.45,1241.89,34827.33,3041.1,2705.25,59897.45,1101.78,5821.32,2514.54,12343.94,40469.43,7185.12,16984.81,5210.16,21206.99,1461.86,1168.79,11848.37,24215.21,10159.51,15925.44,36747.73,1761.24,1570.68,14487.85,49103.7,9527.03,12670.51,30177.79,3748.63,11176.27,2735.47,1391.64
2010,39064.04,5408.56,27006.13,9243.14,16042.5,18416.67,43056.25,43076.35,682.61,41439.04,1786.77,1323.58,2307.45,15348.97,40069.77,31412.83,7628.69,62289.96,5104.78,13623.48,17051.43,6481.62,12893.37,859.98,39877.29,54027.97,19069.79,9423.45,2596.71,2700.11,650.37,4709.39,10501.83,2305.79,5683.48,12915.08,53581.74,34415.77,40480.57,2245.21,10004.72,43207.34,11147.08,12450.57,8957.11,8563.64,32978.52,976.6,39866.87,6902.58,36928.99,13150.51,36647.13,3909.09,1677.18,2534.13,1330,24970.52,28067.46,10599.03,6292.97,47904.12,3763.11,1469.06,22820.12,7433.65,4201.74,43597.62,17432.44,9468.7,39728.3,30538.29,35935.82,7162.67,8736.37,35919.61,2379.24,2454.98,20374.49,32095.5,63808.58,4016.89,17202.92,718.6,11121.44,8229.07,2309.02,86042.6,6184.34,1384.74,12144.82,14862.97,1736.06,28514.1,3543.76,7306.19,942.73,3062.26,17293.74,15058.69,964.36,20192.18,8467.64,754.83,5220.41,3932.68,45548.93,57899.74,1807.27,31339.09,40304.73,4062.05,14707.23,9534.1,5433.37,21630.45,27934.47,6830.8,3975.5,17196.47,1304.02,41481.99,3524.61,2728.88,69175.31,1110.32,6036.77,2633.36,13594.87,42191.04,7254.23,19294.46,5618.24,21224.69,1869.48,1213.3,13108.82,27624.75,10463.64,17844.3,39949.45,1899.76,1646.15,16436.83,49907.13,9375.35,15081.8,29276.06,4226.35,11538.16,3075.38,1479.67
2011,37363.84,6828.92,27013.4,9598.56,17235.43,18365.2,44117.7,44873.89,693.53,42336.69,1769.18,1388.2,2570.67,15924.35,42522.96,30619.43,7732.23,61206.94,5576.75,15019.91,16184.27,6598.87,13908.67,917.03,41259.48,56751.08,20700.76,10249.06,2561.92,2771.54,675.57,5527.94,11583.98,2469.21,5975.96,13320.64,53180.67,33334.58,42547.12,2403.76,10087.5,43851.88,11247.73,13422.74,9833.58,9641.79,32448.53,1075.06,41382.93,7410.18,37861.74,15253.33,36591.39,4506.86,1687.7,2251.18,1477.51,34364.62,25408.29,10857.71,6589.41,49544.74,3928.97,1515.63,23740.51,8876.31,4513.03,44431.75,18347.41,12167.93,39990.76,31350.56,36696.62,7384.7,9120.36,35599.68,2477.53,2607.94,21456.82,32293.85,75861.91,4635.2,15753.8,719.15,11901.45,8920.83,2507.74,92324.38,6705.78,1459.22,13223.65,15777.24,1841.4,28653.43,3885.48,8670.38,927.92,3156.09,17878.64,16517.73,1052.54,21750.07,8976.76,768.59,5225.15,4062.68,46337.71,60559.16,1927.74,32041.21,44477.17,4351.09,16436.24,10373.23,5710.2,23036.24,26809.84,7433.97,4355.15,17883.56,1430.4,52252.67,4204.92,2702.13,72151.22,1157.86,6359.27,2974.29,14677.31,43648.35,7241.04,21383.78,5606.11,21538.82,1951.39,1259.92,13527.85,31431.48,10165.92,19547.57,40531.87,2032.73,1729.01,17976.73,50229.28,9401.99,16765.56,28373.03,4556.31,11961.34,3367.48,1608.96
2012,36786.21,6918.86,25310.15,9918.49,16966.94,18680.49,44577.82,46441.51,714.48,43129.14,1818.82,1447.59,2677.45,16129.08,40729.04,31180.88,7905.07,59344.78,5860.16,15048.78,15593.48,6429.64,13666.23,946.34,41941.07,58079.39,21606.32,10596.49,2678.32,2834.55,748.9,5526.76,11933.88,2573.5,6003.36,13809.56,52951.84,31840.96,42911.82,2472.43,9923.31,43646.83,11466.76,13546.97,10168.4,9632.15,32078.49,1147.5,40823.78,7454.97,37608.25,15204.66,37255.8,4704.13,1804.04,2303.26,1309,35490.82,24137.96,10690.85,6628.64,49764.71,3972.65,1503.61,23669.55,9104.47,4717.79,46133.62,15881.32,13247.58,40483.71,32381.91,36266.03,7317.26,8960.76,36430.39,2577.65,2771.33,21606.92,32445.32,78921.14,4692.55,15597.96,776.38,11810.23,9653.17,2525.86,91415.93,6814.45,1489.25,13444.05,16391.32,1972.09,29273.03,4272.54,9837.12,969.89,2934.04,18644.77,16683.57,972.17,22309.81,9737.97,831.85,5640.7,4245.29,46311.71,63298.56,2025.82,32509,47333.92,4349.98,17495.47,10742.37,5935.02,23863.07,26149.59,7405.46,4608.23,18814.75,1507.09,53258.21,3866.8,2701.57,73158.52,1336.13,6493.48,3007.81,14946.46,43884.11,7448.49,22113.86,4756.61,20368.55,1937.09,1303.1,14313.67,31556.94,10368.57,20620.12,40967.51,2053.8,1725.91,18674.91,51150.55,9158.87,16827.53,26462.08,4916.68,11964.98,3515.05,1777.2
2013,37494.81,6779.48,24751.63,9744.54,17105.42,18465.61,45677.05,46548.54,746.9,42818.5,1884.69,1455.14,2803.79,16213.63,44281.07,30117.04,7831.52,59686.35,6064.79,15316.65,14889.74,7410.38,15086.24,600.78,43170.91,58538.03,22291.56,11188.59,2841.61,2922.97,807.97,4693.68,12309.14,2733.56,6067.45,14028.99,52851.06,29695.28,43402.22,2669.28,9832.62,43948.18,11866.47,13097.25,10536.02,9745.51,31832.6,1247.65,40089.86,7834.41,38327.42,14765.56,38221.79,4910.43,1874.38,2391.08,1315.04,30734.47,24149.28,10912.04,6713.15,51218.51,3903.07,1565.13,24290.75,9460.41,4975.78,46371,15962.19,15919.04,41230.22,34018.53,35655.61,7264.52,8694.4,37265.67,2652.37,2967.66,22764.28,33017.19,73089.97,5168.18,15189.79,776.49,11590.05,10128.62,2616.43,90457.49,7107.38,1475.67,14605.35,16705.96,1966.63,30370.29,4724.25,10608.52,1078.22,3134.4,18911.04,17842.27,932.37,22719.11,10187.25,845.49,5439.33,4354.93,46745.89,63768.31,2067.39,34349.7,44979.18,4443.65,18667.69,11017.94,6330.65,24150.36,26856.96,8069.16,4417.27,19386.61,1551.06,51132.88,3776.22,2790.04,74041.13,1514.38,6566.36,3176.77,15265.44,43538.19,7719.47,26956.97,4028.54,20563.63,1928.89,1335.65,14661.58,38180.57,10545.82,21770.43,42393.59,2080.65,1758.94,19638.95,51959.73,9210.87,15421.76,27310.86,5094.7,12030.99,3584.72,1865.68
